movie_id,title,genres,overview
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller,A Action and Mystery and Thriller film.
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX,A Animation and Sci-Fi and IMAX film.
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
67534,Big Stan (2007),Comedy,A Comedy film.
67618,Strictly Sexual (2008),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
67665,Anvil! The Story of Anvil (2008),Documentary|Musical,A Documentary and Musical film.
67695,Observe and Report (2009),Action|Comedy,A Action and Comedy film.
67734,Adventureland (2009),Comedy|Drama,A Comedy and Drama film.
67788,Confessions of a Shopaholic (2009),Comedy|Romance,A Comedy and Romance film.
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller,A Drama and Fantasy and Sci-Fi and Thriller film.
67888,Man on the Flying Trapeze (1935),Comedy,A Comedy film.
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
67997,In the Loop (2009),Comedy,A Comedy film.
68073,Pirate Radio (2009),Comedy|Drama,A Comedy and Drama film.
68135,17 Again (2009),Comedy|Drama,A Comedy and Drama film.
68157,Inglourious Basterds (2009),Action|Drama|War,A Action and Drama and War film.
68159,State of Play (2009),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
68194,"Damned United, The (2009)",Drama,A Drama film.
68205,Crank: High Voltage (2009),Action|Comedy|Crime,A Action and Comedy and Crime film.
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,A Drama and Mystery and Sci-Fi and Thriller film.
68269,"Young Victoria, The (2009)",Drama|Romance,A Drama and Romance film.
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
68347,Sin Nombre (2009),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,A Action and Adventure and Sci-Fi and IMAX film.
68444,"Great Buck Howard, The (2008)",Comedy,A Comedy film.
68480,Flatfoot on the Nile (Piedone d'Egitto) (1980),Action|Comedy|Crime,A Action and Comedy and Crime film.
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War,A Action and Drama and War film.
68522,Earth (2007),Documentary,A Documentary film.
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary,A Documentary film.
68552,Crossing Over (2009),Drama,A Drama film.
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
68597,Scorpio (1973),Action|Drama|Thriller,A Action and Drama and Thriller film.
68600,Balls Out: Gary the Tennis Coach (2009),Comedy,A Comedy film.
68650,Powder Blue (2009),Drama,A Drama film.
68659,Fanboys (2009),Adventure|Comedy|Drama,A Adventure and Comedy and Drama film.
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,A Action and Adventure and Sci-Fi and Thriller film.
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX,A Action and Comedy and IMAX film.
68835,Were the World Mine (2008),Adventure|Fantasy|Musical|Romance,A Adventure and Fantasy and Musical and Romance film.
68848,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance,A Adventure and Comedy and Crime and Romance film.
68872,Paisan (Paisà) (1946),Drama|War,A Drama and War film.
68886,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),Comedy|Romance,A Comedy and Romance film.
68932,"Soloist, The (2009)",Drama|Musical,A Drama and Musical film.
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi,A Action and Animation and Mystery and Sci-Fi film.
68952,Drag Me to Hell (2009),Comedy|Horror,A Comedy and Horror film.
68954,Up (2009),Adventure|Animation|Children|Drama,A Adventure and Animation and Children and Drama film.
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama,A Action and Adventure and Animation and Drama film.
69069,Fired Up (2009),Comedy,A Comedy film.
69118,In the Electric Mist (2009),Drama|Mystery,A Drama and Mystery film.
69122,"Hangover, The (2009)",Comedy|Crime,A Comedy and Crime film.
69131,Killshot (2008),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
69134,Antichrist (2009),Drama|Fantasy,A Drama and Fantasy film.
69140,Sweeney Todd (2006),Crime|Drama|Horror|Thriller,A Crime and Drama and Horror and Thriller film.
69211,Boy Eats Girl (2005),Comedy|Horror,A Comedy and Horror film.
69224,Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
69227,Ernest Rides Again (1993),Children|Comedy,A Children and Comedy film.
69251,Special (2006),Drama|Fantasy,A Drama and Fantasy film.
69275,Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror,A Action and Adventure and Comedy and Horror film.
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi,A Action and Adventure and Comedy and Sci-Fi film.
69304,Imagine That (2009),Comedy|Drama|Fantasy,A Comedy and Drama and Fantasy film.
69306,"Taking of Pelham 1 2 3, The (2009)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
69394,"Stoning of Soraya M., The (2008)",Crime|Drama,A Crime and Drama film.
69406,"Proposal, The (2009)",Comedy|Romance,A Comedy and Romance film.
69436,Year One (2009),Adventure|Comedy,A Adventure and Comedy film.
69453,"Land That Time Forgot, The (1975)",Adventure|Sci-Fi,A Adventure and Sci-Fi film.
69469,Garfield's Pet Force (2009),Animation,A Animation film.
69481,"Hurt Locker, The (2008)",Action|Drama|Thriller|War,A Action and Drama and Thriller and War film.
69495,Breakfast with Scot (2007),Drama|Romance,A Drama and Romance film.
69516,"Limits of Control, The (2009)",Crime|Drama|Film-Noir,A Crime and Drama and Film-Noir film.
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,A Action and Adventure and Thriller film.
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,A Action and Adventure and Sci-Fi and IMAX film.
69529,Home (2009),Documentary,A Documentary film.
69604,Whatever Works (2009),Comedy|Romance,A Comedy and Romance film.
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance,A Comedy and Fantasy and Romance film.
69640,Public Enemies (2009),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance,A Action and Adventure and Animation and Children and Comedy and Romance film.
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller,A Action and Drama and Thriller film.
69685,Daria: Is It College Yet? (2002),Animation|Comedy,A Animation and Comedy film.
69712,My Sister's Keeper (2009),Drama,A Drama film.
69720,Hood of Horror (2006),Comedy|Drama|Horror,A Comedy and Drama and Horror film.
69746,Watchmen: Tales of the Black Freighter (2009),Action|Adventure|Animation|Horror,A Action and Adventure and Animation and Horror film.
69757,(500) Days of Summer (2009),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
69784,Brüno (Bruno) (2009),Comedy,A Comedy film.
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,A Adventure and Fantasy and Mystery and Romance and IMAX film.
69849,Roots (1977),Drama|War,A Drama and War film.
69860,Eichmann (2007),Drama|War,A Drama and War film.
69904,Open Water 2: Adrift (2006),Drama|Thriller,A Drama and Thriller film.
69951,"Imaginarium of Doctor Parnassus, The (2009)",Drama|Fantasy,A Drama and Fantasy film.
69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary,A Documentary film.
69988,Humpday (2009),Comedy,A Comedy film.
70015,Polytechnique (2009),Crime|Drama,A Crime and Drama film.
70159,Orphan (2009),Drama|Horror|Mystery|Thriller,A Drama and Horror and Mystery and Thriller film.
70183,"Ugly Truth, The (2009)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
70206,"Collector, The (2009)",Crime|Horror|Thriller,A Crime and Horror and Thriller film.
70208,"Perfect Getaway, A (2009)",Horror|Thriller,A Horror and Thriller film.
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,A Mystery and Sci-Fi and Thriller film.
70293,Julie & Julia (2009),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
70301,Obsessed (2009),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller,A Adventure and Children and Fantasy and Sci-Fi and Thriller film.
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance,A Comedy and Drama and Musical and Romance film.
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,A Action and Adventure and Sci-Fi and Thriller film.
70361,12 Rounds (2009),Action|Thriller,A Action and Thriller film.
70451,Max Manus (2008),Action|Drama|War,A Action and Drama and War film.
70492,Winds of the Wasteland (1936),Western,A Western film.
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,A Drama and Fantasy and Romance and Sci-Fi film.
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,A Action and Animation and Sci-Fi film.
70545,"Deal, The (2008)",Comedy,A Comedy film.
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,A Comedy film.
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,A Drama and Romance and Sci-Fi film.
70637,I Can't Think Straight (2007),Drama|Romance,A Drama and Romance film.
70641,Miss March (2009),Comedy,A Comedy film.
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,A Comedy and Romance film.
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,A Comedy and Documentary and Drama and Romance film.
70697,G-Force (2009),Action|Adventure|Children|Fantasy,A Action and Adventure and Children and Fantasy film.
70703,Christopher Columbus: The Discovery (1992),Adventure,A Adventure film.
70708,Tetro (2009),Drama|Mystery,A Drama and Mystery film.
70728,Bronson (2009),Action|Comedy|Drama|Thriller,A Action and Comedy and Drama and Thriller film.
70862,It Might Get Loud (2008),Documentary,A Documentary film.
70932,My Life in Ruins (2009),Comedy,A Comedy film.
70946,Troll 2 (1990),Fantasy|Horror,A Fantasy and Horror film.
70984,Taking Woodstock (2009),Comedy,A Comedy film.
70990,If These Walls Could Talk (1996),Drama,A Drama film.
70994,Halloween II (2009),Horror|Thriller,A Horror and Thriller film.
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,A Crime and Drama and Mystery and Romance and Thriller film.
71057,9 (2009),Adventure|Animation|Sci-Fi,A Adventure and Animation and Sci-Fi film.
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,A Drama and Mystery film.
71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,A Action and Adventure and Animation and Fantasy and Sci-Fi film.
71131,"Most Hated Family in America, The (2007)",Documentary,A Documentary film.
71135,Pandorum (2009),Horror|Sci-Fi|Thriller,A Horror and Sci-Fi and Thriller film.
71147,Death of a Cyclist (Muerte de un ciclista) (1955),Drama,A Drama film.
71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,A Action and Comedy and Drama film.
71160,"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,A Comedy and Horror and Sci-Fi and Thriller film.
71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,A Comedy and Crime and Drama and Thriller film.
71248,Extract (2009),Comedy,A Comedy film.
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,A Horror and Thriller film.
71254,Gamer (2009),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,A Animation and Children and Fantasy and IMAX film.
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,A Comedy and Drama film.
71282,"Food, Inc. (2008)",Documentary,A Documentary film.
71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
71304,Thirst (Bakjwi) (2009),Drama|Horror,A Drama and Horror film.
71327,Bright Star (2009),Drama|Romance,A Drama and Romance film.
71341,Blood Creek (a.k.a. Town Creek) (2009),Horror,A Horror film.
71379,Paranormal Activity (2009),Horror|Thriller,A Horror and Thriller film.
71429,World's Greatest Dad (2009),Comedy|Drama,A Comedy and Drama film.
71438,Still Walking (Aruitemo aruitemo) (2008),Drama,A Drama film.
71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,A Documentary and Drama film.
71462,"Cove, The (2009)",Documentary,A Documentary film.
71464,"Serious Man, A (2009)",Comedy|Drama,A Comedy and Drama film.
71466,City Island (2009),Comedy|Drama,A Comedy and Drama film.
71468,Ink (2009),Action|Fantasy|Sci-Fi,A Action and Fantasy and Sci-Fi film.
71484,Metropia (2009),Animation|Sci-Fi,A Animation and Sci-Fi film.
71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,A Action and Animation and Comedy and Horror and Thriller film.
71500,Trick 'r Treat (2007),Comedy|Horror|Thriller,A Comedy and Horror and Thriller film.
71518,Whip It (2009),Comedy|Drama,A Comedy and Drama film.
71520,"Invention of Lying, The (2009)",Comedy,A Comedy film.
71530,Surrogates (2009),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
71535,Zombieland (2009),Action|Comedy|Horror,A Action and Comedy and Horror film.
71550,Assassination of a High School President (2008),Comedy|Drama|Mystery,A Comedy and Drama and Mystery film.
71579,"Education, An (2009)",Drama|Romance,A Drama and Romance film.
71619,Coco Before Chanel (Coco avant Chanel) (2009),Drama,A Drama film.
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary,A Documentary film.
71668,Couples Retreat (2009),Comedy|Romance,A Comedy and Romance film.
71732,I Sell the Dead (2008),Comedy|Horror,A Comedy and Horror film.
71745,Where the Wild Things Are (2009),Adventure|Children|Drama|Fantasy|IMAX,A Adventure and Children and Drama and Fantasy and IMAX film.
71810,Legionnaire (1998),Action|Adventure|Drama|War,A Action and Adventure and Drama and War film.
71823,"New York, I Love You (2009)",Drama|Romance,A Drama and Romance film.
71838,Law Abiding Citizen (2009),Drama|Thriller,A Drama and Thriller film.
71867,"Misfortunates, The (De helaasheid der dingen) (2009)",Drama,A Drama film.
71899,Mary and Max (2009),Animation|Comedy|Drama,A Animation and Comedy and Drama film.
71902,Spread (2009),Drama|Romance,A Drama and Romance film.
71910,"Tournament, The (2009)",Action,A Action film.
71970,"Princess and the Pirate, The (1944)",Adventure|Comedy|Romance,A Adventure and Comedy and Romance film.
71999,Aelita: The Queen of Mars (Aelita) (1924),Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,A Action and Adventure and Drama and Fantasy and Romance and Sci-Fi and Thriller film.
72011,Up in the Air (2009),Drama|Romance,A Drama and Romance film.
72104,Balance (1989),Animation|Drama|Mystery|Sci-Fi|Thriller,A Animation and Drama and Mystery and Sci-Fi and Thriller film.
72129,Saw VI (2009),Crime|Horror|Mystery|Thriller,A Crime and Horror and Mystery and Thriller film.
72142,Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance,A Action and Comedy and Drama and Romance film.
72165,Cirque du Freak: The Vampire's Assistant (2009),Action|Adventure|Comedy|Fantasy|Horror|Thriller,A Action and Adventure and Comedy and Fantasy and Horror and Thriller film.
72167,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
72171,Black Dynamite (2009),Action|Comedy,A Action and Comedy film.
72178,Welcome to Dongmakgol (2005),Comedy|Drama|War,A Comedy and Drama and War film.
72224,Gentlemen Broncos (2009),Comedy,A Comedy film.
72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,A Adventure and Animation and Children and Comedy and Crime film.
72294,"Christmas Carol, A (2009)",Animation|Children|Drama|Fantasy|IMAX,A Animation and Children and Drama and Fantasy and IMAX film.
72308,Battlestar Galactica: The Plan (2009),Action|Adventure|Drama|Sci-Fi,A Action and Adventure and Drama and Sci-Fi film.
72330,"Private Lives of Pippa Lee, The (2009)",Drama,A Drama film.
72356,Partly Cloudy (2009),Animation|Children|Comedy|Fantasy,A Animation and Children and Comedy and Fantasy film.
72378,2012 (2009),Action|Drama|Sci-Fi|Thriller,A Action and Drama and Sci-Fi and Thriller film.
72395,Precious (2009),Drama,A Drama film.
72405,Bad Lieutenant: Port of Call New Orleans (2009),Crime|Drama,A Crime and Drama film.
72407,"Twilight Saga: New Moon, The (2009)",Drama|Fantasy|Horror|Romance|Thriller,A Drama and Fantasy and Horror and Romance and Thriller film.
72424,Derailed (2002),Action|Thriller,A Action and Thriller film.
72479,"Messenger, The (2009)",Drama|Romance|War,A Drama and Romance and War film.
72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
72554,Cell 211 (Celda 211) (2009),Action|Drama,A Action and Drama film.
72591,"Patriot, The (1998)",Action|Thriller,A Action and Thriller film.
72601,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,A Action and Adventure and Animation and Comedy and Thriller film.
72603,Merry Madagascar (2009),Animation,A Animation film.
72605,Brothers (2009),Drama|Thriller|War,A Drama and Thriller and War film.
72624,Garage (2007),Drama,A Drama film.
72641,"Blind Side, The  (2009)",Drama,A Drama film.
72692,Mickey's Once Upon a Christmas (1999),Animation|Comedy|Fantasy,A Animation and Comedy and Fantasy film.
72694,Shrink (2009),Drama,A Drama film.
72696,Old Dogs (2009),Comedy,A Comedy film.
72701,Planet 51 (2009),Adventure|Animation|Children|Comedy|Sci-Fi,A Adventure and Animation and Children and Comedy and Sci-Fi film.
72714,Earthlings (2006),Documentary,A Documentary film.
72720,"Single Man, A (2009)",Drama,A Drama film.
72731,"Lovely Bones, The (2009)",Crime|Drama|Fantasy|Horror|Thriller,A Crime and Drama and Fantasy and Horror and Thriller film.
72733,Invictus (2009),Drama,A Drama film.
72737,"Princess and the Frog, The (2009)",Animation|Children|Fantasy|Musical|Romance,A Animation and Children and Fantasy and Musical and Romance film.
72874,"Peacekeeper, The (1997)",Action,A Action film.
72919,Did You Hear About the Morgans? (2009),Comedy|Crime|Drama|Romance,A Comedy and Crime and Drama and Romance film.
72921,Snow White (1916),Fantasy|Romance,A Fantasy and Romance film.
72982,Alice (2009),Action|Adventure|Fantasy,A Action and Adventure and Fantasy film.
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,A Action and Adventure and Sci-Fi and IMAX film.
73015,It's Complicated (2009),Comedy|Romance,A Comedy and Romance film.
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,A Action and Crime and Mystery and Thriller film.
73023,Crazy Heart (2009),Drama|Romance,A Drama and Romance film.
73042,Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical,A Animation and Children and Comedy and Musical film.
73106,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),Comedy,A Comedy film.
73160,Sorority Babes in the Slimeball Bowl-O-Rama (1988),Comedy|Horror,A Comedy and Horror film.
73211,Pontypool (2008),Horror|Thriller,A Horror and Thriller film.
73266,Youth in Revolt (2009),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
73268,Daybreakers (2010),Action|Drama|Horror|Thriller,A Action and Drama and Horror and Thriller film.
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama,A Drama film.
73319,Leap Year (2010),Comedy|Romance,A Comedy and Romance film.
73321,"Book of Eli, The (2010)",Action|Adventure|Drama,A Action and Adventure and Drama film.
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",Action|Crime|Mystery,A Action and Crime and Mystery film.
73344,"Prophet, A (Un Prophète) (2009)",Crime|Drama,A Crime and Drama film.
73386,Staten Island (2009),Crime|Drama,A Crime and Drama film.
73431,"Maiden Heist, The (2009)",Comedy|Crime,A Comedy and Crime film.
73488,Blood: The Last Vampire (2009),Action|Horror|Thriller,A Action and Horror and Thriller film.
73499,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,A Action and Adventure film.
73501,Pekka ja Pätkä Suezilla (1958),Comedy,A Comedy film.
73515,Bart Got a Room (2008),Comedy|Romance,A Comedy and Romance film.
73569,Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,A Action and Comedy and Crime film.
73676,Robin-B-Hood (Bo bui gai wak) (2006),Action|Comedy|Drama,A Action and Comedy and Drama film.
73681,"Concert, Le (2009)",Comedy|Drama,A Comedy and Drama film.
73741,Ninja (2009),Action|Crime|Drama|Thriller,A Action and Crime and Drama and Thriller film.
73804,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,A Adventure and Children and Comedy and Fantasy film.
73808,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,A Crime and Drama and Thriller film.
73822,Meantime (1984),Comedy|Drama,A Comedy and Drama film.
73854,"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,A Adventure and Animation and Children and Fantasy and Musical film.
73858,"Dennis the Menace Christmas, A (2007)",Comedy,A Comedy film.
73876,Undisputed II: Last Man Standing (2006),Action|Crime|Drama,A Action and Crime and Drama film.
73881,3 Idiots (2009),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
73929,Legion (2010),Action|Fantasy|Horror|Thriller,A Action and Fantasy and Horror and Thriller film.
74075,Stan Helsing (2009),Comedy|Horror,A Comedy and Horror film.
74089,Peter Pan (1960),Children|Fantasy|Musical,A Children and Fantasy and Musical film.
74095,Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,A Animation and Fantasy and Horror and Sci-Fi film.
74154,When in Rome (2010),Comedy|Romance,A Comedy and Romance film.
74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,A Documentary and Drama film.
74228,Triangle (2009),Drama|Horror|Mystery|Thriller,A Drama and Horror and Mystery and Thriller film.
74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance,A Comedy and Drama and Romance film.
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,A Children and Drama and Romance film.
74324,Temple Grandin (2010),Drama,A Drama film.
74342,"Captain Newman, M.D. (1963)",Comedy|Drama|War,A Comedy and Drama and War film.
74370,"House of the Devil, The (2009)",Horror|Thriller,A Horror and Thriller film.
74450,Valentine's Day (2010),Comedy|Romance,A Comedy and Romance film.
74452,"Wolfman, The (2010)",Horror|Thriller,A Horror and Thriller film.
74458,Shutter Island (2010),Drama|Mystery|Thriller,A Drama and Mystery and Thriller film.
74508,Persuasion (2007),Drama|Romance,A Drama and Romance film.
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,A Action and Crime and Drama and Mystery and Thriller film.
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,A Adventure and Fantasy film.
74532,Cop Out (2010),Action|Comedy|Crime,A Action and Comedy and Crime film.
74545,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,A Drama and Mystery and Thriller film.
74553,"Secret of Kells, The (2009)",Animation|Fantasy,A Animation and Fantasy film.
74580,"Spy Next Door, The (2010)",Action|Children|Comedy,A Action and Children and Comedy film.
74624,Agora (2009),Adventure|Drama|Romance,A Adventure and Drama and Romance film.
74647,Motherhood (2009),Comedy,A Comedy film.
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,A Action and Sci-Fi film.
74677,"Yes Men Fix the World, The (2009)",Documentary,A Documentary film.
74683,Mike Bassett: England Manager (2001),Comedy,A Comedy film.
74685,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,A Action and Drama and Horror and Sci-Fi and Thriller film.
74688,Dear John (2010),Drama|Romance|War,A Drama and Romance and War film.
74696,Last Train Home (2009),Documentary|Drama,A Documentary and Drama film.
74698,Tooth Fairy (2010),Comedy|Fantasy,A Comedy and Fantasy film.
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,A Comedy and Crime and Drama and Mystery film.
74750,[REC]² (2009),Horror|Thriller,A Horror and Thriller film.
74754,"Room, The (2003)",Comedy|Drama|Romance,A Comedy and Drama and Romance film.
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,A Adventure and Fantasy and IMAX film.
74791,"Town Called Panic, A (Panique au village) (2009)",Animation,A Animation film.
74795,Green Zone (2010),Action|Drama|Thriller|War,A Action and Drama and Thriller and War film.
74851,From Paris with Love (2010),Action|Crime,A Action and Crime film.
74868,Dorian Gray (2009),Drama|Horror|Sci-Fi,A Drama and Horror and Sci-Fi film.
74916,Greenberg (2010),Comedy|Drama,A Comedy and Drama film.
74946,She's Out of My League (2010),Comedy,A Comedy film.
74948,Harry Brown (2009),Crime|Drama|Thriller,A Crime and Drama and Thriller film.
75341,Remember Me (2010),Drama|Romance,A Drama and Romance film.
75389,"Burrowers, The (2008)",Horror|Thriller|Western,A Horror and Thriller and Western film.
75395,Frozen (2010),Drama|Horror|Thriller,A Drama and Horror and Thriller film.
75416,Generation X (1996),Action|Adventure|Sci-Fi,A Action and Adventure and Sci-Fi film.
75446,Little Ashes (2008),Drama,A Drama film.
75803,Our Family Wedding (2010),Comedy,A Comedy film.
75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance,A Action and Comedy and Romance film.
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,A Comedy and Crime and Drama and Thriller film.
75816,Women in Trouble (2009),Comedy,A Comedy film.
75947,Mondo Cane (1962),Documentary,A Documentary film.
75985,Repo Men (2010),Action|Sci-Fi|Thriller,A Action and Sci-Fi and Thriller film.
76030,Case 39 (2009),Horror|Thriller,A Horror and Thriller film.
76054,Oceans (Océans) (2009),Documentary|Drama,A Documentary and Drama film.
76060,"Slammin' Salmon, The (2009)",Comedy,A Comedy film.
76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi,A Comedy and Sci-Fi film.
76091,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,A Crime and Drama and Mystery and Thriller film.
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,A Adventure and Animation and Children and Fantasy and IMAX film.
76143,"Bone Man, The (Der Knochenmann) (2009)",Crime|Thriller,A Crime and Thriller film.
76173,Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,A Comedy and Crime film.
76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,A Action and Adventure and Drama and Fantasy film.
76251,Kick-Ass (2010),Action|Comedy,A Action and Comedy film.
76293,Date Night (2010),Action|Comedy|Romance,A Action and Comedy and Romance film.
76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",Animation|Children|Comedy|Romance,A Animation and Children and Comedy and Romance film.
76738,Steam of Life (Miesten vuoro) (2010),Documentary,A Documentary film.
